campaign_name,start_date,end_date,channel,impressions,clicks,spend,conversions,active
Launch,2023-05-28,2023-06-04,Facebook,97825,4242,4022.63,354.0,Yes
Winter,2023-10-23,2023-10-29,Google_Ads,57661,2028,1339.67,362.0,No
Launch,2023-09-04,2023-09-08,Email,32024,574,665.89,99.0,Yes
Winter,2023-10-12,2023-10-14,Google_Ads,71313,897,1430.33,105.0,No
BlackFriday,2023-10-21,2023-11-03,TikTok,54006,632,1207.33,77.0,No
Summer,2023-10-15,2023-11-10,Facebook,96285,2393,3363.83,197.0,Yes
Launch,2023-11-11,2023-11-15,Email,16338,337,604.82,20.0,Yes
BlackFriday,2023-11-08,2023-12-02,Google_Ads,69027,2474,4289.28,336.0,Yes
BlackFriday,2023-05-20,2023-06-17,TikTok,81135,1674,2056.89,196.0,Yes
Launch,2023-06-23,2023-06-30,Instagram,20508,327,220.85,62.0,Yes
BlackFriday,2023-03-15,2023-03-22,Facebook,4051,61,92.92,11.0,Yes
Winter,2023-03-14,2023-04-08,TikTok,49747,2218,4269.32,190.0,Yes
BlackFriday,2023-02-16,2023-03-07,other,88142,1739,1227.1,249.0,Yes
Launch,2023-08-03,2023-08-27,Google_Ads,88235,3182,5093.82,385.0,Yes
BlackFriday,2023-06-09,2023-07-03,Facebook,55021,2334,3380.47,423.0,No
Summer,2023-10-18,2023-10-28,Instagram,67412,2329,3203.32,211.0,Yes
Launch,2023-03-21,2023-04-17,Email,59335,2633,2857.28,133.0,Yes
BlackFriday,2023-08-15,2023-09-06,Google_Ads,33093,1596,906.33,163.0,Yes
BlackFriday,2023-08-15,2023-08-22,Google_Ads,70678,1083,895.49,105.0,Yes
BlackFriday,2023-09-20,2023-10-19,Google_Ads,81738,1151,601.7,194.0,Yes
BlackFriday,2023-05-26,2023-06-14,Email,40734,1480,2030.75,225.0,Yes
Summer,2023-04-15,2023-04-27,TikTok,95476,1246,1600.75,80.0,Yes
Launch,2023-03-12,2023-03-27,other,18019,381,590.37,70.0,Yes
BlackFriday,2023-08-09,2023-08-30,Instagram,92794,1867,2503.4,367.0,Yes
Summer,2023-12-27,2024-01-17,Email,87672,3616,6920.98,651.0,Yes
BlackFriday,2023-01-22,2023-02-10,Email,83750,2497,2199.62,142.0,Yes
Summer,2023-02-09,2023-03-10,Facebook,80634,2052,3426.8,280.0,No
Winter,2023-10-21,2023-11-19,Facebook,29251,819,530.8,153.0,Yes
BlackFriday,2023-06-16,2023-06-25,TikTok,91852,4186,4363.12,0.0,No
Summer,2023-08-24,2023-08-31,other,33217,930,593.57,158.0,Yes
BlackFriday,2023-02-15,2023-03-04,TikTok,9308,421,579.98,25.0,No
Launch,2023-08-12,2023-08-13,Email,6949,98,82.26,10.0,Yes
Launch,2023-07-22,2023-08-01,Google_Ads,52990,2624,4837.47,398.0,Yes
BlackFriday,2023-04-24,2023-04-25,Google_Ads,2150,59,98.84,5.0,No
BlackFriday,2023-09-19,2023-09-26,Facebook,90480,1077,1668.87,67.0,Yes
Winter,2023-11-27,2023-12-03,Google_Ads,67617,2694,4836.27,389.0,No
BlackFriday,2023-03-16,2023-04-13,Instagram,95841,3484,2907.72,690.0,Yes
Launch,2023-03-20,2023-03-31,TikTok,17896,753,1362.68,76.0,No
BlackFriday,2023-04-01,2023-04-08,Facebook,47175,670,1128.44,39.0,Yes
Summer,2023-08-26,2023-09-11,TikTok,8805,100,162.22,16.0,No
Launch,2023-08-18,2023-09-11,Facebook,6237,189,253.62,24.0,Yes
Launch,2023-11-26,2023-12-09,Facebook,21056,537,466.85,44.0,No
Summer,2023-11-18,2023-12-12,Email,46543,1325,1504.3,221.0,No
Launch,2023-08-29,2023-09-09,TikTok,57556,2858,4831.04,230.0,Yes
BlackFriday,2023-05-21,2023-06-05,Google_Ads,4343,212,116.11,0.0,No
BlackFriday,2023-02-07,2023-02-20,Google_Ads,14500,691,1156.1,44.0,Yes
Launch,2023-01-30,2023-02-19,other,54222,2242,1928.36,246.0,No
Launch,2023-11-27,2023-12-22,Email,30375,734,525.88,82.0,No
Summer,2023-11-11,2023-11-17,Instagram,10662,282,189.94,35.0,Yes
Launch,2023-10-25,2023-11-24,Google_Ads,17964,574,310.46,89.0,Yes
Winter,2023-01-22,2023-02-07,Instagram,60638,2620,3367.69,487.0,No
Winter,2023-11-30,2023-12-16,Google_Ads,74666,951,786.85,67.0,No
Summer,2023-02-22,2023-03-14,Email,68215,907,1235.02,0.0,No
Summer,2023-11-27,2023-12-23,Email,14284,656,1005.74,97.0,No
Launch,2023-08-13,2023-09-04,Email,73789,3047,5626.64,484.0,No
Summer,2023-11-09,2023-12-07,Email,85664,1637,2648.29,274.0,Yes
BlackFriday,2023-05-25,2023-06-02,other,94468,4632,2847.1,400.0,Yes
BlackFriday,2023-12-14,2023-12-17,Instagram,62389,2289,4220.52,219.0,No
BlackFriday,2023-11-28,2023-12-18,Email,10435,108,182.62,13.0,Yes
BlackFriday,2023-10-13,2023-10-17,Facebook,55340,1118,824.48,66.0,No
Summer,2023-12-03,2024-01-01,Email,45078,920,531.46,130.0,No
Winter,2023-03-18,2023-03-19,TikTok,79832,1019,1361.35,201.0,Yes
Launch,2023-03-14,2023-04-11,other,52293,2530,1857.16,263.0,Yes
Winter,2023-12-02,2023-12-03,Facebook,96981,2825,4949.08,460.0,Yes
Summer,2023-10-14,2023-10-16,TikTok,61403,1405,2626.42,97.0,Yes
Winter,2023-03-07,2023-04-04,Instagram,30124,452,609.54,62.0,Yes
Winter,2023-12-10,2023-12-19,Facebook,44919,653,463.24,0.0,Yes
Summer,2023-07-05,2023-08-04,TikTok,36247,1067,1456.14,154.0,Yes
Winter,2023-06-24,2023-06-25,Google_Ads,95758,4482,7363.14,801.0,Yes
Launch,2023-04-26,2023-05-06,Facebook,92747,2859,4780.99,0.0,Yes
Launch,2023-06-01,2023-06-16,TikTok,63752,2209,2018.22,239.0,Yes
Summer,2023-10-04,2023-10-17,Google_Ads,57573,936,754.76,0.0,Yes
BlackFriday,2023-01-20,2023-02-13,Google_Ads,60101,706,370.74,121.0,Yes
Launch,2023-11-13,2023-12-02,TikTok,27646,398,604.48,62.0,Yes
Winter,2023-03-25,2023-03-31,TikTok,24049,816,501.72,71.0,Yes
Launch,2023-11-16,2023-11-20,TikTok,80605,1112,1257.83,207.0,No
Summer,2023-07-06,2023-07-18,TikTok,98379,3148,5999.03,0.0,Yes
Winter,2023-08-16,2023-08-23,Google_Ads,69385,1772,1714.77,96.0,Yes
Winter,2023-08-18,2023-09-08,TikTok,41158,681,595.64,0.0,Yes
Launch,2023-08-29,2023-09-05,TikTok,66417,1391,2060.41,127.0,No
BlackFriday,2023-12-14,2023-12-28,Facebook,24289,1144,1634.61,134.0,No
Summer,2023-08-25,2023-09-18,TikTok,10823,400,399.27,40.0,Yes
BlackFriday,2023-09-15,2023-10-14,Email,61160,1825,3453.18,0.0,No
Launch,2023-04-13,2023-04-25,Instagram,42975,451,797.05,0.0,Yes
Launch,2023-09-04,2023-09-13,Email,17364,640,549.58,124.0,Yes
Winter,2023-02-22,2023-03-08,TikTok,5611,127,161.09,10.0,Yes
BlackFriday,2023-03-05,2023-03-26,TikTok,28663,1294,2148.5,203.0,No
Summer,2023-05-20,2023-05-21,Google_Ads,52991,1077,609.65,161.0,No
Summer,2023-04-24,2023-05-19,TikTok,31977,1133,1668.18,59.0,Yes
Summer,2023-01-14,2023-01-16,Email,95704,1803,1527.54,276.0,No
Winter,2023-07-11,2023-08-09,TikTok,50115,2462,3747.24,472.0,Yes
Launch,2023-07-11,2023-07-15,Instagram,92007,3673,7016.44,531.0,No
Summer,2023-02-20,2023-03-02,Facebook,89223,2883,1643.83,332.0,No
BlackFriday,2023-03-16,2023-03-21,TikTok,61890,1065,1043.14,137.0,No
BlackFriday,2023-08-30,2023-09-08,Instagram,67387,819,947.8,65.0,No
Summer,2023-12-28,2024-01-12,Facebook,19071,434,802.42,70.0,Yes
BlackFriday,2023-04-21,2023-05-21,Instagram,73369,1524,1777.25,0.0,No
Winter,2023-11-08,2023-12-07,Google_Ads,12938,408,663.02,74.0,Yes
BlackFriday,2023-05-28,2023-06-23,Email,36195,1415,1835.95,127.0,No
Summer,2023-05-03,2023-06-02,Facebook,92680,1326,1732.65,261.0,No
Winter,2023-09-21,2023-10-21,TikTok,94610,4598,4285.37,472.0,Yes
BlackFriday,2023-05-30,2023-06-20,Google_Ads,98856,2919,3895.38,338.0,No
Summer,2023-05-04,2023-05-28,Email,39304,629,342.01,37.0,No
Summer,2023-09-27,2023-09-28,Google_Ads,90643,3655,3034.14,587.0,No
Launch,2023-09-17,2023-10-16,TikTok,21764,864,1103.69,46.0,Yes
Summer,2023-07-18,2023-08-17,Google_Ads,39494,562,361.7,32.0,No
Summer,2023-05-04,2023-05-10,Instagram,13161,180,351.54,10.0,Yes
BlackFriday,2023-10-25,2023-10-26,TikTok,98532,3260,2912.86,608.0,Yes
Summer,2023-01-23,2023-01-27,Facebook,93658,4222,4093.55,655.0,Yes
Launch,2023-11-26,2023-11-29,other,28350,775,1359.93,0.0,No
Summer,2023-08-26,2023-09-19,Email,94008,1544,888.3,179.0,No
Winter,2023-04-13,2023-05-12,Email,16305,737,684.34,136.0,Yes
Launch,2023-06-08,2023-06-27,Email,76353,1612,1026.94,80.0,Yes
Winter,2023-11-28,2023-12-16,Facebook,66953,3025,1707.85,477.0,Yes
Launch,2023-01-25,2023-02-03,Instagram,58458,2122,3546.81,303.0,Yes
Summer,2023-03-05,2023-03-14,Google_Ads,21358,479,525.63,29.0,Yes
Summer,2023-07-24,2023-07-25,other,4267,169,197.03,13.0,Yes
Summer,2023-07-17,2023-08-09,Google_Ads,83745,3567,6564.68,312.0,Yes
Summer,2023-12-21,2024-01-09,TikTok,90588,3134,4660.52,547.0,Yes
Launch,2023-11-05,2023-11-29,Instagram,12338,389,332.87,74.0,Yes
BlackFriday,2023-12-05,2023-12-10,other,8543,375,619.57,69.0,No
Winter,2023-08-07,2023-08-14,Facebook,34496,1503,1879.83,178.0,No
Launch,2023-06-30,2023-07-13,Facebook,90084,940,821.8,178.0,No
Summer,2023-11-24,2023-12-16,TikTok,93920,3755,4961.13,446.0,Yes
BlackFriday,2023-02-08,2023-02-21,TikTok,45425,1832,1670.01,141.0,Yes
Summer,2023-09-20,2023-09-21,TikTok,39756,1476,2734.1,140.0,Yes
Winter,2023-01-16,2023-01-18,Google_Ads,19888,800,658.25,46.0,No
Winter,2023-02-04,2023-02-18,Facebook,48295,1391,1862.7,247.0,No
BlackFriday,2023-07-05,2023-08-01,Facebook,84042,2528,4405.63,0.0,Yes
BlackFriday,2023-11-06,2023-11-21,Instagram,86999,1303,2044.76,247.0,Yes
Winter,2023-07-09,2023-07-23,Email,18955,481,743.17,33.0,Yes
Summer,2023-10-21,2023-10-27,Google_Ads,38841,1387,1368.3,148.0,No
BlackFriday,2023-06-10,2023-06-11,Google_Ads,71640,2952,2511.7,0.0,No
Launch,2023-04-06,2023-05-05,Facebook,35911,557,994.68,57.0,No
Summer,2023-10-15,2023-10-17,other,60031,2192,3793.56,317.0,Yes
BlackFriday,2023-12-27,2024-01-18,Google_Ads,89726,904,1049.42,142.0,Yes
BlackFriday,2023-05-27,2023-05-30,Email,8357,143,99.9,16.0,Yes
BlackFriday,2023-04-13,2023-05-08,Instagram,33479,373,400.37,35.0,No
Winter,2023-08-20,2023-09-18,Facebook,62476,1041,1487.6,202.0,No
BlackFriday,2023-02-14,2023-02-23,Email,45811,790,933.47,153.0,Yes
Winter,2023-06-13,2023-07-06,Google_Ads,37208,949,1585.1,88.0,No
Summer,2023-10-09,2023-10-19,Email,21150,551,1100.04,67.0,Yes
BlackFriday,2023-03-22,2023-04-15,TikTok,72180,3245,2552.84,635.0,No
Launch,2023-11-23,2023-12-09,Google_Ads,44286,1346,1601.04,68.0,No
Launch,2023-04-25,2023-05-02,Google_Ads,69450,2704,3100.07,302.0,No
BlackFriday,2023-03-13,2023-04-08,Google_Ads,22352,316,302.33,20.0,Yes
Summer,2023-07-04,2023-07-13,other,56069,1066,849.75,134.0,Yes
Launch,2023-10-10,2023-10-11,TikTok,15397,586,350.74,31.0,Yes
BlackFriday,2023-02-03,2023-02-25,Email,42555,515,942.8,57.0,Yes
Launch,2023-09-03,2023-09-12,Email,47959,1413,1596.37,117.0,Yes
Summer,2023-06-12,2023-06-19,Email,51517,1755,3291.35,349.0,Yes
Winter,2023-12-15,2023-12-23,Email,67234,734,1221.7,124.0,Yes
Summer,2023-10-10,2023-11-02,TikTok,40954,937,651.92,165.0,No
Summer,2023-03-08,2023-03-23,Email,48280,1711,2306.65,0.0,Yes
Launch,2023-01-29,2023-02-24,TikTok,80459,1284,1493.78,72.0,Yes
Launch,2023-06-05,2023-06-06,Facebook,17779,672,1139.59,54.0,No
Winter,2023-12-30,2024-01-20,Google_Ads,64932,2586,4102.3,0.0,Yes
Launch,2023-09-23,2023-09-25,Instagram,73936,3643,5594.22,382.0,Yes
BlackFriday,2023-05-09,2023-06-06,Google_Ads,25466,468,473.06,30.0,No
Winter,2023-05-21,2023-06-09,TikTok,37939,1631,2784.84,253.0,No
Winter,2023-11-25,2023-12-23,TikTok,36270,904,668.45,81.0,Yes
Summer,2023-03-20,2023-04-03,Google_Ads,60163,896,899.08,0.0,Yes
Winter,2023-11-06,2023-11-24,Google_Ads,83637,3296,2027.74,589.0,Yes
Winter,2023-01-24,2023-02-09,Facebook,65895,1637,2856.94,322.0,No
Summer,2023-05-16,2023-06-11,Facebook,33307,416,799.71,61.0,Yes
Winter,2023-11-18,2023-12-11,Email,61921,2517,2257.18,137.0,No
Summer,2023-06-04,2023-07-02,TikTok,6486,255,234.56,17.0,Yes
BlackFriday,2023-12-17,2024-01-10,Facebook,9335,205,187.9,29.0,Yes
Launch,2023-08-14,2023-08-24,Google_Ads,90112,3199,6047.31,459.0,Yes
Summer,2023-06-24,2023-07-06,Google_Ads,98203,2931,2405.02,205.0,Yes
Summer,2023-06-13,2023-06-16,Instagram,12130,207,233.91,13.0,Yes
Winter,2023-07-24,2023-08-13,Facebook,88508,3313,1704.64,585.0,Yes
BlackFriday,2023-10-15,2023-10-27,TikTok,61566,3056,5460.87,216.0,No
Launch,2023-03-04,2023-03-19,Facebook,67703,2700,4311.19,345.0,Yes
Winter,2023-07-16,2023-08-01,Google_Ads,2062,99,165.57,6.0,Yes
BlackFriday,2023-03-23,2023-04-10,TikTok,85076,1541,1495.63,232.0,Yes
Summer,2023-06-10,2023-06-16,Facebook,90780,2961,2581.43,454.0,Yes
Launch,2023-09-21,2023-10-03,Instagram,22545,1108,1713.6,112.0,No
Winter,2023-05-25,2023-06-18,Email,10348,346,205.12,45.0,Yes
BlackFriday,2023-12-01,2023-12-19,Facebook,24714,936,1219.66,182.0,Yes
Summer,2023-01-05,2023-01-23,Facebook,39102,1845,2489.1,133.0,Yes
Launch,2023-05-16,2023-05-21,Google_Ads,75460,3116,5070.29,0.0,Yes
Launch,2023-01-27,2023-02-20,Instagram,7801,344,436.8,46.0,Yes
BlackFriday,2023-10-11,2023-11-01,Instagram,73267,1393,1102.8,148.0,No
Launch,2023-08-19,2023-08-31,Instagram,49136,1232,788.23,239.0,No
Summer,2023-11-16,2023-11-30,Google_Ads,24625,701,782.14,63.0,Yes
BlackFriday,2023-02-19,2023-02-25,Google_Ads,83873,2452,1826.75,269.0,No
Launch,2023-06-23,2023-07-12,Facebook,73592,2016,1678.67,398.0,Yes
Launch,2023-03-15,2023-03-28,Google_Ads,78052,3707,3619.26,483.0,Yes
Winter,2023-01-20,2023-02-04,TikTok,2542,89,56.19,7.0,No
Launch,2023-08-31,2023-09-12,Instagram,22677,271,172.05,42.0,Yes
Launch,2023-09-21,2023-10-16,Instagram,47732,2203,1740.09,114.0,No
BlackFriday,2023-06-13,2023-06-23,Google_Ads,51343,2381,1371.07,136.0,Yes
BlackFriday,2023-06-03,2023-06-08,Facebook,40081,1651,2376.92,230.0,No
BlackFriday,2023-09-18,2023-10-15,Email,63856,656,610.73,0.0,No
BlackFriday,2023-06-19,2023-07-14,other,89858,1708,1704.58,316.0,Yes
Launch,2023-10-26,2023-11-24,TikTok,20065,306,457.22,48.0,Yes
Summer,2023-12-19,2024-01-04,Google_Ads,84460,2192,3958.64,378.0,No
BlackFriday,2023-05-16,2023-06-07,Facebook,89092,4178,6846.2,0.0,No
Launch,2023-10-24,2023-11-11,Instagram,55693,1608,2558.8,110.0,Yes
Winter,2023-10-26,2023-11-09,TikTok,27962,294,360.62,48.0,No
Launch,2023-11-14,2023-11-26,TikTok,29295,624,961.4,50.0,No
Winter,2023-12-15,2023-12-29,Google_Ads,14807,174,231.27,17.0,No
Summer,2023-06-10,2023-06-30,Instagram,27432,576,468.22,75.0,Yes
BlackFriday,2023-04-15,2023-04-24,Google_Ads,84285,1772,1673.81,317.0,No
Launch,2023-08-30,2023-09-28,TikTok,92792,3849,7183.02,315.0,Yes
BlackFriday,2023-02-01,2023-02-06,other,58854,2883,3808.8,406.0,No
BlackFriday,2023-10-15,2023-10-26,TikTok,41262,1025,1640.88,64.0,No
Summer,2023-09-27,2023-10-27,TikTok,38080,1034,1054.51,151.0,No
BlackFriday,2023-08-24,2023-09-05,Google_Ads,2324,101,112.27,0.0,Yes
BlackFriday,2023-07-01,2023-07-22,Facebook,92267,1912,1316.12,263.0,Yes
Launch,2023-12-15,2023-12-30,Google_Ads,36909,599,453.41,53.0,Yes
Summer,2023-11-09,2023-11-24,Google_Ads,90339,3986,6939.76,218.0,Yes
Summer,2023-05-23,2023-06-17,Email,20870,247,340.18,16.0,No
Summer,2023-06-02,2023-06-20,TikTok,35578,1237,1244.79,177.0,Yes
Launch,2023-12-20,2024-01-17,Facebook,73124,2375,4047.66,451.0,Yes
Launch,2023-06-28,2023-07-20,Instagram,27790,662,575.79,53.0,Yes
Summer,2023-05-21,2023-05-27,Instagram,26289,594,1166.65,0.0,No
BlackFriday,2023-10-06,2023-11-04,Instagram,56129,2294,2333.52,412.0,Yes
Launch,2023-06-26,2023-06-28,Google_Ads,94714,1274,1281.6,163.0,No
Winter,2023-08-15,2023-09-14,Instagram,45482,1452,968.06,129.0,Yes
Winter,2023-04-20,2023-05-18,other,87188,1318,1940.3,124.0,Yes
Summer,2023-11-12,2023-11-17,Instagram,87769,2258,3806.49,439.0,Yes
Winter,2023-01-26,2023-02-15,other,10435,449,319.54,84.0,Yes
BlackFriday,2023-11-23,2023-12-04,Google_Ads,4709,195,257.08,32.0,Yes
Winter,2023-06-19,2023-07-07,TikTok,31355,1096,721.59,67.0,No
Summer,2023-10-09,2023-11-05,Email,58799,2891,4291.92,188.0,Yes
Summer,2023-12-01,2023-12-25,Facebook,14116,223,290.51,11.0,Yes
BlackFriday,2023-09-02,2023-09-08,Email,26470,1032,642.97,146.0,No
Summer,2023-05-28,2023-06-25,Facebook,43344,764,422.04,148.0,No
Summer,2023-02-15,2023-03-13,Instagram,43918,1033,2050.13,0.0,No
Winter,2023-01-20,2023-02-08,Instagram,53224,1189,648.04,183.0,No
Launch,2023-07-23,2023-08-19,Google_Ads,81219,3954,4969.9,360.0,Yes
Winter,2023-10-18,2023-10-25,Email,67040,729,549.37,119.0,Yes
BlackFriday,2023-06-21,2023-07-18,Email,29016,1125,1156.17,191.0,Yes
BlackFriday,2023-10-06,2023-10-29,TikTok,24960,666,1093.91,71.0,Yes
BlackFriday,2023-03-10,2023-03-23,TikTok,34591,468,589.97,52.0,No
BlackFriday,2023-04-09,2023-04-12,Instagram,83848,3131,4561.41,177.0,Yes
Winter,2023-08-23,2023-09-19,other,68641,2183,4317.45,203.0,Yes
Summer,2023-01-08,2023-01-22,TikTok,37395,1840,3039.7,216.0,No
Winter,2023-10-18,2023-11-16,TikTok,23700,452,520.5,30.0,No
Summer,2023-11-09,2023-11-13,Email,35620,931,1088.96,109.0,Yes
Summer,2023-03-13,2023-03-15,TikTok,94396,3016,3773.22,0.0,No
Launch,2023-01-04,2023-01-21,other,62642,2162,3172.28,170.0,Yes
Summer,2023-05-17,2023-05-21,Google_Ads,77539,1476,790.1,178.0,Yes
Summer,2023-12-01,2023-12-02,Google_Ads,92362,2507,2302.45,260.0,Yes
Launch,2023-12-08,2023-12-17,TikTok,31354,490,339.94,63.0,No
BlackFriday,2023-07-27,2023-08-26,TikTok,14843,542,351.93,74.0,No
BlackFriday,2023-12-27,2024-01-14,Google_Ads,72726,1355,1903.49,229.0,Yes
BlackFriday,2023-11-24,2023-12-16,TikTok,18640,259,332.92,26.0,Yes
BlackFriday,2023-11-11,2023-11-17,TikTok,53528,2380,2095.3,406.0,Yes
Launch,2023-09-02,2023-09-26,Email,39413,1119,1349.99,112.0,Yes
Summer,2023-11-07,2023-11-15,Facebook,53638,2143,2653.78,124.0,Yes
Launch,2023-08-30,2023-09-21,Facebook,53736,1161,920.11,154.0,Yes
BlackFriday,2023-04-22,2023-05-15,Instagram,69866,2897,4282.17,400.0,Yes
BlackFriday,2023-08-17,2023-08-28,Email,42430,1028,1734.44,163.0,Yes
Winter,2023-10-16,2023-11-01,Facebook,25504,1252,1757.44,234.0,No
Launch,2023-09-16,2023-09-20,Email,8114,338,428.4,62.0,Yes
Winter,2023-03-26,2023-04-06,Google_Ads,79859,2387,1411.94,335.0,No
Launch,2023-03-01,2023-03-25,Google_Ads,11975,282,262.75,36.0,Yes
Summer,2023-03-09,2023-03-21,Email,91469,3689,2591.97,612.0,Yes
Launch,2023-01-30,2023-02-17,Google_Ads,24959,1002,729.12,66.0,Yes
Winter,2023-06-07,2023-07-07,Instagram,67203,720,1320.74,120.0,No
Winter,2023-01-02,2023-01-15,Email,30703,462,885.14,34.0,No
Launch,2023-01-24,2023-02-10,Google_Ads,10337,376,619.93,44.0,No
Winter,2023-10-05,2023-10-27,Facebook,47427,780,396.32,63.0,Yes
Launch,2023-02-05,2023-03-04,TikTok,62529,1264,634.55,193.0,No
Launch,2023-05-27,2023-06-09,Google_Ads,85665,4100,4375.32,744.0,Yes
Winter,2023-11-25,2023-12-03,TikTok,32921,1066,762.29,99.0,No
Launch,2023-08-04,2023-08-23,Google_Ads,34307,1373,724.37,85.0,Yes
Winter,2023-08-18,2023-08-30,Google_Ads,28355,916,1095.63,86.0,Yes
Launch,2023-12-05,2023-12-19,Google_Ads,21159,291,286.85,28.0,Yes
Winter,2023-06-28,2023-07-21,TikTok,48605,1154,1721.43,105.0,No
Winter,2023-07-21,2023-08-15,Instagram,39088,832,1229.99,64.0,Yes
Summer,2023-04-25,2023-04-29,TikTok,79752,2043,1790.93,254.0,No
BlackFriday,2023-06-02,2023-06-10,Instagram,56284,2360,3482.51,215.0,No
Summer,2023-08-06,2023-08-27,Instagram,58043,1443,1181.1,230.0,No
BlackFriday,2023-05-07,2023-05-28,other,36547,1025,700.09,0.0,Yes
Launch,2023-04-07,2023-04-22,TikTok,98007,2537,3937.61,379.0,Yes
Launch,2023-12-05,2024-01-01,Google_Ads,28532,788,1572.35,97.0,No
BlackFriday,2023-11-03,2023-11-28,Instagram,6713,92,102.77,17.0,No
Launch,2023-05-06,2023-05-13,Facebook,57178,1387,956.45,0.0,Yes
Launch,2023-04-30,2023-05-23,Google_Ads,50407,2031,1100.33,279.0,No
BlackFriday,2023-01-29,2023-01-30,Instagram,71340,1502,2154.02,0.0,Yes
Winter,2023-04-30,2023-05-29,Google_Ads,51990,1169,1999.15,201.0,Yes
Launch,2023-06-13,2023-07-09,Email,76672,2737,4825.4,417.0,Yes
Summer,2023-06-14,2023-07-01,Facebook,66545,1186,1451.75,91.0,No
BlackFriday,2023-12-05,2023-12-31,Email,85791,3935,6556.43,681.0,Yes
Winter,2023-10-30,2023-11-15,TikTok,24793,691,1096.19,54.0,No
Summer,2023-11-17,2023-11-22,Google_Ads,57570,1860,2304.35,171.0,Yes
Launch,2023-01-25,2023-02-24,Facebook,96084,1598,2317.29,144.0,Yes
BlackFriday,2023-12-10,2023-12-13,Email,38892,1343,2294.23,0.0,No
BlackFriday,2023-12-23,2024-01-15,Facebook,2015,49,53.74,4.0,No
Winter,2023-07-12,2023-07-22,Instagram,62813,2882,4925.25,197.0,Yes
BlackFriday,2023-05-04,2023-05-12,other,28712,481,667.64,32.0,Yes
Launch,2023-12-29,2024-01-23,TikTok,9415,285,213.42,39.0,Yes
Winter,2023-01-30,2023-02-12,Google_Ads,63292,2147,1153.0,343.0,No
BlackFriday,2023-10-13,2023-10-23,Facebook,24833,281,293.4,27.0,No
Summer,2023-05-11,2023-06-07,Facebook,5158,126,166.33,6.0,No
Winter,2023-07-13,2023-08-03,Facebook,7970,179,304.36,22.0,Yes
Summer,2023-02-07,2023-02-11,Google_Ads,73474,3081,5528.9,363.0,Yes
Summer,2023-06-20,2023-06-27,Email,47540,2104,3739.63,335.0,No
Winter,2023-04-19,2023-04-20,TikTok,21384,314,623.97,40.0,No
Launch,2023-03-02,2023-03-03,Google_Ads,19017,752,1195.87,60.0,No
Winter,2023-05-05,2023-05-06,TikTok,76880,1751,2936.7,116.0,Yes
BlackFriday,2023-07-23,2023-08-02,Instagram,9702,480,955.98,51.0,No
Summer,2023-05-25,2023-05-29,TikTok,1384,40,56.33,7.0,No
Launch,2023-07-03,2023-07-10,Instagram,1404,20,19.24,3.0,Yes
BlackFriday,2023-09-12,2023-09-18,TikTok,41943,1636,2873.3,229.0,Yes
Winter,2023-08-29,2023-09-25,Google_Ads,48926,1121,1593.76,178.0,Yes
Summer,2023-04-15,2023-05-10,Email,30189,1505,2064.55,101.0,Yes
Summer,2023-10-16,2023-11-07,Facebook,13763,677,596.07,93.0,Yes
Summer,2023-01-09,2023-01-12,Email,19384,702,1147.42,105.0,Yes
Summer,2023-12-17,2023-12-21,TikTok,81642,912,630.8,88.0,Yes
Summer,2023-09-08,2023-09-22,Email,51612,2215,2577.26,316.0,No
Winter,2023-09-09,2023-09-21,TikTok,24574,451,254.23,65.0,Yes
Summer,2023-06-30,2023-07-22,Email,24524,617,942.12,95.0,Yes
Winter,2023-09-08,2023-09-21,other,70172,3434,6366.84,229.0,Yes
Winter,2023-11-25,2023-11-26,Instagram,11916,279,489.89,0.0,Yes
BlackFriday,2023-02-08,2023-03-03,Email,5809,126,87.07,16.0,Yes
Winter,2023-01-04,2023-01-24,Email,33201,1551,1069.27,187.0,Yes
Winter,2023-11-23,2023-12-05,Google_Ads,39765,1831,2285.92,299.0,Yes
Winter,2023-09-29,2023-10-13,Facebook,54932,1108,1625.83,122.0,No
Launch,2023-12-24,2024-01-12,TikTok,58091,2625,2488.96,200.0,No
Winter,2023-03-18,2023-04-03,Email,71080,1405,731.23,106.0,Yes
Winter,2023-05-10,2023-05-31,Google_Ads,38744,562,553.06,89.0,No
Launch,2023-07-27,2023-08-15,Facebook,93193,3612,2609.04,549.0,No
Launch,2023-12-23,2023-12-25,TikTok,37187,996,635.6,80.0,Yes
Summer,2023-02-11,2023-03-05,Instagram,8239,380,654.71,61.0,Yes
Launch,2023-07-14,2023-07-16,Google_Ads,59017,1041,1806.56,155.0,No
Winter,2023-08-11,2023-08-23,Google_Ads,50922,1685,2895.48,88.0,No
BlackFriday,2023-02-18,2023-02-19,Instagram,95074,3757,4042.77,599.0,No
BlackFriday,2023-04-28,2023-05-07,Facebook,33049,1396,2093.16,255.0,Yes
Launch,2023-02-08,2023-02-24,Facebook,43944,885,742.15,103.0,Yes
Winter,2023-04-17,2023-04-30,TikTok,38626,550,388.86,81.0,No
Summer,2023-12-31,2024-01-25,TikTok,43808,989,614.72,94.0,Yes
BlackFriday,2023-06-03,2023-06-21,Email,89464,908,1584.08,108.0,Yes
Launch,2023-07-19,2023-08-13,Google_Ads,54871,2044,4016.85,0.0,Yes
Launch,2023-07-16,2023-07-20,Email,20198,337,373.09,35.0,No
